Organization legal name,Group PAC ID, State,Measure Code,Measure Title,Measure Performance Rate,Denominator Count, Footnote
ST VINCENT HOSPITAL HOSPITAL SISTERS THIRD ORDER OF ST FRANCIS,5799694675,WI,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
ST VINCENT HOSPITAL HOSPITAL SISTERS THIRD ORDER OF ST FRANCIS,5799694675,WI,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,91,,
ST VINCENT HOSPITAL HOSPITAL SISTERS THIRD ORDER OF ST FRANCIS,5799694675,WI,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,96,,
BELOIT HEALTH SYSTEM INC,8224947858,WI,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",88,,
BELOIT HEALTH SYSTEM INC,8224947858,WI,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,27,,
BELOIT HEALTH SYSTEM INC,8224947858,WI,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,50,,
BELOIT HEALTH SYSTEM INC,8224947858,WI,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
BELOIT HEALTH SYSTEM INC,8224947858,WI,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
BELOIT HEALTH SYSTEM INC,8224947858,WI,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,57,,
BELOIT HEALTH SYSTEM INC,8224947858,WI,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
BELOIT HEALTH SYSTEM INC,8224947858,WI,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",78,,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,26,,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,71,,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,64,,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,96,,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",85,,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,62,,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
AURORA ADVANCED HEALTHCARE INC,3375625833,WI,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",85,,
AURORA ADVANCED HEALTHCARE INC,3375625833,WI,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,24,,
AURORA ADVANCED HEALTHCARE INC,3375625833,WI,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,62,,
AURORA ADVANCED HEALTHCARE INC,3375625833,WI,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
AURORA ADVANCED HEALTHCARE INC,3375625833,WI,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
AURORA ADVANCED HEALTHCARE INC,3375625833,WI,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,60,,
AURORA ADVANCED HEALTHCARE INC,3375625833,WI,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,91,,
AURORA ADVANCED HEALTHCARE INC,3375625833,WI,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
AURORA MEDICAL GROUP INC,6709794258,WI,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",85,,
AURORA MEDICAL GROUP INC,6709794258,WI,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,21,,
AURORA MEDICAL GROUP INC,6709794258,WI,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,60,,
AURORA MEDICAL GROUP INC,6709794258,WI,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
AURORA MEDICAL GROUP INC,6709794258,WI,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
AURORA MEDICAL GROUP INC,6709794258,WI,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,56,,
AURORA MEDICAL GROUP INC,6709794258,WI,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,90,,
AURORA MEDICAL GROUP INC,6709794258,WI,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
"WHEATON FRANCISCAN MEDICAL GROUP, INC.",8628980943,WI,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",86,,
"WHEATON FRANCISCAN MEDICAL GROUP, INC.",8628980943,WI,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,27,,
"WHEATON FRANCISCAN MEDICAL GROUP, INC.",8628980943,WI,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,59,,
"WHEATON FRANCISCAN MEDICAL GROUP, INC.",8628980943,WI,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
"WHEATON FRANCISCAN MEDICAL GROUP, INC.",8628980943,WI,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
"WHEATON FRANCISCAN MEDICAL GROUP, INC.",8628980943,WI,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,64,,
"WHEATON FRANCISCAN MEDICAL GROUP, INC.",8628980943,WI,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
"WHEATON FRANCISCAN MEDICAL GROUP, INC.",8628980943,WI,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
GROUP HEALTH PLAN INC,1759293954,MN,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",82,,
GROUP HEALTH PLAN INC,1759293954,MN,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,26,,
GROUP HEALTH PLAN INC,1759293954,MN,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,71,,
GROUP HEALTH PLAN INC,1759293954,MN,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
GROUP HEALTH PLAN INC,1759293954,MN,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
GROUP HEALTH PLAN INC,1759293954,MN,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
GROUP HEALTH PLAN INC,1759293954,MN,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
GROUP HEALTH PLAN INC,1759293954,MN,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,8729992318,IA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",84,,
IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,8729992318,IA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,8729992318,IA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,58,,
IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,8729992318,IA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,8729992318,IA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,8729992318,IA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,63,,
IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,8729992318,IA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,8729992318,IA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
THE IOWA CLINIC PC,4082513742,IA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",82,,
THE IOWA CLINIC PC,4082513742,IA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,31,,
THE IOWA CLINIC PC,4082513742,IA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,65,,
THE IOWA CLINIC PC,4082513742,IA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
THE IOWA CLINIC PC,4082513742,IA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
THE IOWA CLINIC PC,4082513742,IA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,64,,
THE IOWA CLINIC PC,4082513742,IA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
THE IOWA CLINIC PC,4082513742,IA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",83,,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,51,,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,65,,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
ST LOUIS UNIVERSITY,8022921964,MO,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",78,,
ST LOUIS UNIVERSITY,8022921964,MO,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
ST LOUIS UNIVERSITY,8022921964,MO,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,56,,
ST LOUIS UNIVERSITY,8022921964,MO,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
ST LOUIS UNIVERSITY,8022921964,MO,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
ST LOUIS UNIVERSITY,8022921964,MO,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,66,,
ST LOUIS UNIVERSITY,8022921964,MO,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
ST LOUIS UNIVERSITY,8022921964,MO,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",77,,
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,26,,
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,47,,
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,91,,
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,90,,
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,55,,
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
AMERICAN MULTISPECIALTY GROUP INC,1658365572,MO,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",83,,
AMERICAN MULTISPECIALTY GROUP INC,1658365572,MO,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,29,,
AMERICAN MULTISPECIALTY GROUP INC,1658365572,MO,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,59,,
AMERICAN MULTISPECIALTY GROUP INC,1658365572,MO,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
AMERICAN MULTISPECIALTY GROUP INC,1658365572,MO,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
AMERICAN MULTISPECIALTY GROUP INC,1658365572,MO,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,68,,
AMERICAN MULTISPECIALTY GROUP INC,1658365572,MO,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
AMERICAN MULTISPECIALTY GROUP INC,1658365572,MO,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",82,,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,47,,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,91,,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,59,,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,9133024334,MO,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,97,,
HEARTLAND REGIONAL MEDICAL CENTER,6709772767,MO,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
HEARTLAND REGIONAL MEDICAL CENTER,6709772767,MO,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,29,,
HEARTLAND REGIONAL MEDICAL CENTER,6709772767,MO,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,64,,
HEARTLAND REGIONAL MEDICAL CENTER,6709772767,MO,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
HEARTLAND REGIONAL MEDICAL CENTER,6709772767,MO,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
HEARTLAND REGIONAL MEDICAL CENTER,6709772767,MO,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,63,,
HEARTLAND REGIONAL MEDICAL CENTER,6709772767,MO,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
HEARTLAND REGIONAL MEDICAL CENTER,6709772767,MO,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",77,,
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,,,1
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,,,1
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,,,1
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,65,,
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
SKAGGS COMMUNITY HOSPITAL ASSOCIATION,5092624320,MO,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
SKAGGS COMMUNITY HOSPITAL ASSOCIATION,5092624320,MO,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
SKAGGS COMMUNITY HOSPITAL ASSOCIATION,5092624320,MO,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,48,,
SKAGGS COMMUNITY HOSPITAL ASSOCIATION,5092624320,MO,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
SKAGGS COMMUNITY HOSPITAL ASSOCIATION,5092624320,MO,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
SKAGGS COMMUNITY HOSPITAL ASSOCIATION,5092624320,MO,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,63,,
SKAGGS COMMUNITY HOSPITAL ASSOCIATION,5092624320,MO,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
SKAGGS COMMUNITY HOSPITAL ASSOCIATION,5092624320,MO,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,26,,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,50,,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,89,,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,88,,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,89,,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",87,,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,61,,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,59,,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,91,,
"NORTH OAKS PHYSICIAN GROUP, LLC",9133378870,LA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",85,,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,22,,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,53,,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,57,,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,31,,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,59,,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,59,,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",76,,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,29,,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,48,,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,61,,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,85,,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,91,,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,23,,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,68,,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,57,,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,90,,
WENATCHEE VALLEY HOSPITAL,9537309869,WA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
RAPID CITY MEDICAL CENTER LLP,5890691075,SD,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",88,,
RAPID CITY MEDICAL CENTER LLP,5890691075,SD,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
RAPID CITY MEDICAL CENTER LLP,5890691075,SD,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,48,,
RAPID CITY MEDICAL CENTER LLP,5890691075,SD,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
RAPID CITY MEDICAL CENTER LLP,5890691075,SD,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
RAPID CITY MEDICAL CENTER LLP,5890691075,SD,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,59,,
